STCODE,STNAME,DIST,DISTNAME,YEAR,BASE_YR_GDP,AGRI_GDP_CON,LIVES_GDP_CON,FL_GDP_CON,FISH_GDP_CON,MQ_GDP_CON,PS_GDP_CON,MA_GDP_CON,REG_GDP_CON,UREG_GDP_CON,EGWS_GDP_CON,CONS_GDP_CON,SS_GDP_CON,THR_GDP_CON,RAIL_GDP_CON,TMS_GDP_CON,COMM_GDP_CON,BI_GDP_CON,RDBS_GDP_CON,PA_GDP_CON,OS_GDP_CON,TS_GDP_CON,GDDP_CON,AGRI_GDP_CUR,LIVES_GDP_CUR,FL_GDP_CUR,FISH_GDP_CUR,MQ_GDP_CUR,PS_GDP_CUR,MA_GDP_CUR,REG_GDP_CUR,UREG_GDP_CUR,EGWS_GDP_CUR,CONS_GDP_CUR,SS_GDP_CUR,THR_GDP_CUR,RAIL_GDP_CUR,TMS_GDP_CUR,COMM_GDP_CUR,BI_GDP_CUR,RDBS_GDP_CUR,PA_GDP_CUR,OS_GDP_CUR,TS_GDP_CUR,GDDP_CUR,GROSS_PCI_CONP,GROSS_PCI_CURP,...53,...54,...55,...56,...57,...58
8,Orissa,720,Gajapati,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77631,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,720,Gajapati,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80365,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55962,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55010,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60533,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56226,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70128,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,721,Nuapada,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72349,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53264,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50280,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52198,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53970,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65952,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,722,Malkangiri,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68760,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91645,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88610,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92747,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95755,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106721,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,723,Nabarangapur,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123065,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94057,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97439,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104756,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112253,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140216,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,724,Rayagada,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,167297,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,293635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,293635,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,312808,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,327702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341203,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,333598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,362305,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,376257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,422326,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,725,Khordha,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,420387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,492726,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66671,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67477,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76123,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79421,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98118,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,726,Nayagarh,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102104,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36314,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34749,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41890,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46399,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58185,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,728,Baudh,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56456,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,148930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,148930,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129540,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147756,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,143318,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,164923,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,729,Baragarh,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181449,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35201,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32695,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36244,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31609,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40106,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,730,Debagarh/Deogarh,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39893,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118552,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120349,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133759,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135569,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,166684,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,731,Jharsuguda,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,159623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204278,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,1999,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49420,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,2000,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42920,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,2001,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49286,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,2002,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52964,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,2003,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61887,-1,-1,NA,NA,NA,NA,NA,NA
8,Orissa,732,Sonepur,2004,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70890,-1,-1,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,1999,1999,72847,0,2378,121,3667,79013,54958,33871,21087,18100,37519,110577,49392,3131,13267,6328,17921,23121,18027,39535,170722,360312,72847,0,2378,121,3667,79013,54958,33871,21087,18100,37519,110577,49392,3131,13267,6328,17921,23121,18027,39535,170722,360312,17093,17093,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2000,1999,71802,0,2541,39,5041,79423,51426,28655,22771,17283,34320,103029,47044,3563,13393,7813,19184,23736,18339,40306,173378,355830,75598,0,2599,47,4681,82925,52727,29604,23123,19148,35413,107288,49400,3473,13979,7257,19581,25776,19141,41873,180480,370693,16477,17165,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2001,1999,78122,0,2870,82,3146,84220,51216,28752,22464,20325,39215,110756,48916,4066,14059,9793,21126,25384,18641,40370,182355,377331,78418,0,3013,98,4131,85660,53417,30213,23204,23141,40708,117266,52838,4148,15317,9268,23365,28833,20363,44731,198863,401789,17034,18138,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2002,1999,53886,0,3063,18,5799,62766,50557,26757,23801,21961,42146,114664,43223,4528,14765,11492,24687,26318,18124,40531,183668,361098,61110,0,3471,17,7436,72034,54582,28864,25717,25483,43744,123809,49580,4786,16844,9807,28406,31181,20682,45481,206767,402610,16033,17876,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2003,1999,78619,0,3286,70,6123,88098,47112,21462,25651,18429,53763,119304,45674,4813,16375,14126,24800,27727,18995,42874,195384,402786,81504,0,3817,72,9646,95039,53922,24463,29459,21574,59372,134868,53317,5234,19161,11642,31224,33422,22268,49114,225382,455289,17540,19817,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2004,1999,82231,0,3498,120,6483,92332,60378,33020,27359,16607,60345,137330,57391,5273,17854,16683,26424,28650,19077,40547,211899,441561,92007,0,4075,130,7169,103381,72940,40011,32929,20288,73656,166884,68003,5532,21772,13067,31691,35416,23268,53085,251834,522099,18868,22309,NA,NA,NA,NA,NA,NA
10,Rajasthan,139,Ajmer,2005,1999,65780,0,3660,131,8439,78010,66459,36639,29820,16114,72134,154707,58204,5678,19355,20755,29695,29982,20838,45282,229789,462506,76533,0,4472,148,7186,88339,82662,45819,36843,20783,94664,198109,71223,6182,24972,15334,33528,38607,26852,57807,274505,560953,19401,23530,NA,NA,NA,NA,NA,NA
