shrid,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1,dynast_3,num_cells,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,max_light2013,ec13_district_name.x
11-01-004602,Jammu_&_Kashmir,15,5,2009,4,0,4,1,ch. lal singh,M,INC,231853,GEN,611725,1363060,udhampur,GEN,NA,14,44.88,37.9,no,13394,2.19,3.57,GEJK75995,National Party,3482,TRUE,2,INC,3482,UDHAMPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.19,0,1,1,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-004602,Jammu_&_Kashmir,14,5,2004,4,0,3,2,prof. chaman lal gupta,M,BJP,193697,GEN,608074,1348721,udhampur,GEN,NA,20,45.09,31.85,no,123726,20.35,3.57,GEJK54474,National Party,1605,TRUE,4,BJP,1605,UDHAMPUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-004602,Jammu_&_Kashmir,15,5,2009,4,0,4,2,dr. nirmal singh,M,BJP,218459,GEN,611725,1363060,udhampur,GEN,NA,14,44.88,35.71,no,148996,24.36,3.57,GEJK76016,National Party,1605,TRUE,2,BJP,1605,JAMMU,FALSE,TRUE,0,FALSE,FALSE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-004602,Jammu_&_Kashmir,13,5,1999,9,0,3,2,jagjiwan lal,M,JKN,76371,NA,397187,1016952,udhampur,GEN,NA,16,39.06,19.23,no,533,0.13,3.12,AEJK104477,State-based Party,11089,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-004602,Jammu_&_Kashmir,13,5,1999,9,0,3,1,prof. chaman lal gupta,M,BJP,194678,GEN,397187,1016952,udhampur,GEN,NA,16,39.06,49.01,no,118307,29.79,3.12,GEJK54474,National Party,1605,TRUE,3,BJP,1605,UDHAMPUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,29.78,0,0,0,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-004602,Jammu_&_Kashmir,14,5,2004,4,0,3,1,ch. lal singh,M,INC,240872,GEN,608074,1348721,udhampur,GEN,NA,20,45.09,39.61,no,47175,7.76,3.57,GEJK75995,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.76,0,1,1,17,0,0,0,0,8.5,0,0,17,0,0,ramban
11-01-005159,Jammu_&_Kashmir,15,6,2009,4,0,4,1,madan lal sharma,M,INC,382305,GEN,843314,1719897,jammu,GEN,NA,21,49.03,45.33,no,121373,14.39,3.12,GEJK73183,National Party,3482,TRUE,4,INC,3482,JAMMU,TRUE,TRUE,2,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.39,0,0,0,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-01-005159,Jammu_&_Kashmir,15,6,2009,4,0,4,2,lila karan sharma,M,BJP,260932,GEN,843314,1719897,jammu,GEN,NA,21,49.03,30.94,no,167202,19.83,3.12,GEJK3980,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-01-005159,Jammu_&_Kashmir,14,6,2004,4,0,3,2,dr. nirmal singh,M,BJP,302426,GEN,821670,1849989,jammu,GEN,NA,26,44.41,36.81,no,182029,22.15,3.23,GEJK76016,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-01-005159,Jammu_&_Kashmir,13,6,1999,9,0,3,1,vishno datt sharma,M,BJP,289412,NA,665921,1446792,jammu,GEN,NA,22,46.03,43.46,no,142019,21.33,3.45,GEJK201475,National Party,1605,FALSE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,21.33,0,0,0,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-01-005159,Jammu_&_Kashmir,13,6,1999,9,0,3,2,rajinder singh chib,M,JKN,147393,NA,665921,1446792,jammu,GEN,NA,22,46.03,22.13,no,21037,3.16,3.45,AEJK104539,State-based Party,11089,FALSE,3,JKN,11089,UDHAMPUR,FALSE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-01-005159,Jammu_&_Kashmir,14,6,2004,4,0,3,1,madan lal sharma,M,INC,319994,GEN,821670,1849989,jammu,GEN,NA,26,44.41,38.94,no,17568,2.14,3.23,GEJK73183,National Party,3482,TRUE,3,INC,3482,JAMMU,TRUE,TRUE,1,FALSE,FALSE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.13,0,0,0,10,10.5,14.5,4,36.5,51.5,4.5,4,14,4,7,udhampur
11-02-008267,Himachal_Pradesh,14,3,2004,4,0,3,2,shanta kumar,M,BJP,296764,GEN,643177,1033686,kangra,GEN,NA,6,62.22,46.14,no,285904,44.45,2.22,GEHP39991,National Party,1605,TRUE,5,BJP,1605,KANGRA,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-008267,Himachal_Pradesh,15,1,2009,4,0,4,1,dr. rajan sushant,M,BJP,322254,GEN,661847,1200165,kangra,GEN,NA,10,55.15,48.69,no,20779,3.14,2.22,AEHP301431,National Party,1605,TRUE,2,RNP,12201,KANGRA,TRUE,FALSE,1,TRUE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.14,0,0,0,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-008267,Himachal_Pradesh,13,3,1999,9,0,3,1,shanta kumar,M,BJP,325066,GEN,552860,935090,kangra,GEN,NA,5,59.12,58.8,no,100742,18.22,1.96,GEHP39991,National Party,1605,TRUE,4,BJP,1605,KANGRA,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,18.22,0,0,0,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-008267,Himachal_Pradesh,15,1,2009,4,0,4,2,chander kumar,M,INC,301475,GEN,661847,1200165,kangra,GEN,NA,10,55.15,45.55,no,288730,43.62,2.22,AEHP748,National Party,3482,TRUE,2,INC,3482,KANGRA,TRUE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-008267,Himachal_Pradesh,13,3,1999,9,0,3,2,sat mahajan,M,INC,224324,NA,552860,935090,kangra,GEN,NA,5,59.12,40.58,no,222333,40.22,1.96,AEHP725,National Party,3482,TRUE,3,INC,3482,KANGRA,TRUE,TRUE,1,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-008267,Himachal_Pradesh,14,3,2004,4,0,3,1,chander kumar,M,INC,314555,GEN,643177,1033686,kangra,GEN,NA,6,62.22,48.91,no,17791,2.77,2.22,AEHP748,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.77,1,0,1,2,0,0,0,3,5,1.5,8,10,4,6,kangra
11-02-012986,Himachal_Pradesh,15,2,2009,4,0,4,1,virbhadra singh,M,INC,340973,GEN,713026,1112524,mandi,GEN,NA,6,64.09,47.82,no,13997,1.96,2.27,GEHP302053,National Party,3482,FALSE,5,INC(I),3482,MANDI,TRUE,TRUE,4,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.96,1,1,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-012986,Himachal_Pradesh,13,2,1999,9,0,3,2,kaul singh,M,INC,194904,NA,525240,968826,mandi,GEN,NA,4,54.21,37.11,no,191247,36.41,1.89,GEHP70192,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,1,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-012986,Himachal_Pradesh,15,2,2009,4,0,4,2,maheshwar singh,M,BJP,326976,GEN,713026,1112524,mandi,GEN,NA,6,64.09,45.86,no,306312,42.96,2.27,GEHP301046,National Party,1605,FALSE,6,BJP,1605,MANDI,TRUE,TRUE,3,FALSE,FALSE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-012986,Himachal_Pradesh,14,2,2004,4,0,3,1,pratibha singh,F,INC,357623,GEN,669552,1065083,mandi,GEN,NA,5,62.86,53.41,no,66566,9.94,2.08,GEHP66247,National Party,3482,TRUE,2,INC,3482,MANDI,TRUE,TRUE,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,9.94,1,1,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-012986,Himachal_Pradesh,13,2,1999,9,0,3,1,maheshwar singh,M,BJP,325929,GEN,525240,968826,mandi,GEN,NA,4,54.21,62.05,no,131025,24.95,1.89,GEHP301046,National Party,1605,TRUE,4,BJP,1605,MANDI,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,24.94,1,0,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-012986,Himachal_Pradesh,14,2,2004,4,0,3,2,maheshwar singh,M,BJP,291057,GEN,669552,1065083,mandi,GEN,NA,5,62.86,43.47,no,282386,42.18,2.08,GEHP301046,National Party,1605,TRUE,5,BJP,1605,MANDI,TRUE,TRUE,3,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,2,0,0,0,0,1,0,0,2,0,0,mandi
11-02-016325,Himachal_Pradesh,13,4,1999,9,0,3,1,suresh chandel,M,BJP,336172,GEN,555440,937500,hamirpur,GEN,NA,7,59.25,60.52,no,129247,23.27,1.96,GEHP65158,National Party,1605,TRUE,2,BJP,1605,HAMIRPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,23.27,0,0,0,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-016325,Himachal_Pradesh,15,3,2009,4,0,4,1,anurag singh thakur,M,BJP,373598,GEN,698739,1187377,hamirpur,GEN,NA,8,58.85,53.47,no,72732,10.41,2.08,GEHP82354,National Party,1605,TRUE,2,BJP,1605,HAMIRPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.41,1,1,1,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-016325,Himachal_Pradesh,15,3,2009,4,0,4,2,narinder thakur,M,INC,300866,GEN,698739,1187377,hamirpur,GEN,NA,8,58.85,43.06,no,289092,41.37,2.08,AEHP100111,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-016325,Himachal_Pradesh,14,4,2004,4,0,3,1,suresh chandel,M,BJP,313243,GEN,654102,1064238,hamirpur,GEN,NA,9,61.46,47.89,no,1615,0.25,2.17,GEHP65158,National Party,1605,FALSE,3,BJP,1605,HAMIRPUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.25,0,0,0,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-016325,Himachal_Pradesh,14,4,2004,4,0,3,2,thakur ram lal,M,INC,311628,GEN,654102,1064238,hamirpur,GEN,NA,9,61.46,47.64,no,302155,46.19,2.17,AEHP1406,National Party,3482,FALSE,2,INC,3482,HAMIRPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-016325,Himachal_Pradesh,13,4,1999,9,0,3,2,thakur ram lal,M,INC,206925,GEN,555440,937500,hamirpur,GEN,NA,7,59.25,37.25,no,200413,36.08,1.96,AEHP1406,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,8,10,4.5,9,12,4.5,10,12,5,8,hamirpur
11-02-023492,Himachal_Pradesh,15,4,2009,4,0,4,1,virender kashyap,M,BJP,310946,SC,616678,1106608,shimla,SC,NA,7,55.73,50.42,no,27327,4.43,2.17,GEHP3841,National Party,1605,TRUE,6,BJP,1605,SIMLA,FALSE,TRUE,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.43,0,0,0,3,0,0,0,0,1.5,0,0,3,0,6,NA
11-02-023492,Himachal_Pradesh,15,4,2009,4,0,4,2,dhani ram shandil,M,INC,283619,SC,616678,1106608,shimla,SC,NA,7,55.73,45.99,no,275459,44.67,2.17,GEHP3829,National Party,3482,TRUE,3,INC,3482,SIMLA,FALSE,TRUE,2,FALSE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,3,0,0,0,0,1.5,0,0,3,0,6,NA
11-03-032530,Punjab,15,8,2009,4,0,4,2,charanjit singh atwal,M,SAD,359258,SC,838145,1207556,fatehgarh sahib,SC,NA,11,69.41,42.86,no,293799,35.05,2.44,GEDL84271,State-based Party,16994,TRUE,2,SAD,16994,PHILLAUR,FALSE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,6,55,67,9.5,48,63,8.5,60,72,11,11,fatehgarh sahib
11-03-032530,Punjab,15,8,2009,4,0,4,1,sukhdev singh,M,INC,393557,SC,838145,1207556,fatehgarh sahib,SC,NA,11,69.41,46.96,no,34299,4.09,2.44,GEPB301846,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.1,0,0,0,6,55,67,9.5,48,63,8.5,60,72,11,11,fatehgarh sahib
11-03-032979,Punjab,13,9,1999,9,0,3,1,gurcharan singh galib,M,INC,346928,GEN,666969,1471530,ludhiana,GEN,NA,12,45.32,52.02,no,105246,15.78,2.44,GEPB38659,National Party,3482,TRUE,4,INC,3482,LUDHIANA,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,15.78,0,0,0,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-032979,Punjab,14,9,2004,4,0,3,1,sharanjit singh dhillon,M,SAD,329234,GEN,869927,1560468,ludhiana,GEN,NA,18,55.75,37.85,no,29540,3.4,3.23,GEPB76398,State-based Party,16994,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.4,0,0,0,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-032979,Punjab,15,7,2009,4,0,4,1,manish tewari,M,INC,449264,GEN,846364,1309308,ludhiana,GEN,NA,30,64.64,53.08,no,113706,13.43,2.27,GEPB76399,National Party,3482,TRUE,2,INC,3482,LUDHIANA,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,13.43,1,0,1,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-032979,Punjab,15,7,2009,4,0,4,2,gurcharan singh galib,M,SAD,335558,GEN,846364,1309308,ludhiana,GEN,NA,30,64.64,39.65,no,302898,35.79,2.27,GEPB38659,State-based Party,16994,TRUE,5,INC,3482,LUDHIANA,TRUE,FALSE,2,TRUE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-032979,Punjab,14,9,2004,4,0,3,2,munish tewari,M,INC,299694,GEN,869927,1560468,ludhiana,GEN,NA,18,55.75,34.45,no,111907,12.86,3.23,GEPB76399,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-032979,Punjab,13,9,1999,9,0,3,2,amrik singh aliwal,M,SAD,241682,NA,666969,1471530,ludhiana,GEN,NA,12,45.32,36.24,no,176789,26.51,2.44,GEPB58524,State-based Party,16994,TRUE,3,SAD,16994,LUDHIANA,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,13,105,131,9,86.5,119,7,121,147,11,11,ludhiana
11-03-035461,Punjab,14,12,2004,4,0,3,2,karan kaur brar,F,INC,340649,GEN,893144,1262934,faridkot,GEN,NA,10,70.72,38.14,no,295442,33.08,2.33,GEPB76438,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035461,Punjab,13,12,1999,9,0,3,2,sukhbir singh badal,M,SAD,413306,GEN,871696,1224531,faridkot,GEN,NA,14,71.19,47.41,no,399633,45.85,2.22,GEPB58590,State-based Party,16994,TRUE,3,SAD,16994,FARIDKOT,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,1,1,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035461,Punjab,15,9,2009,4,0,4,2,sukhwinder singh danny,M,INC,395692,SC,930519,1288090,faridkot,SC,NA,15,72.24,42.52,no,361213,38.82,2.38,GEPB8800,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035461,Punjab,14,12,2004,4,0,3,1,sukhbir singh badal,M,SAD,475928,GEN,893144,1262934,faridkot,GEN,NA,10,70.72,53.29,no,135279,15.15,2.33,GEPB58590,State-based Party,16994,TRUE,4,SAD,16994,FARIDKOT,TRUE,TRUE,3,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,15.15,1,1,1,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035461,Punjab,15,9,2009,4,0,4,1,paramjit kaur gulshan,F,SAD,457734,SC,930519,1288090,faridkot,SC,NA,15,72.24,49.19,no,62042,6.67,2.38,GEPB76432,State-based Party,16994,TRUE,2,SAD,16994,BHATINDA,FALSE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.66999999999999,1,0,1,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035461,Punjab,13,12,1999,9,0,3,1,jagmeet singh  brar,M,INC,418454,GEN,871696,1224531,faridkot,GEN,NA,14,71.19,48,no,5148,0.59,2.22,GEPB38724,National Party,3482,TRUE,5,INC,3482,FARIDKOT,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,0.590000000000003,0,0,0,8,54.5,67.5,7.5,55,75,7.5,77,93,11,12,faridkot
11-03-035634,Punjab,15,11,2009,4,0,4,1,harsimrat kaur badal,F,SAD,529472,GEN,1048228,1336790,bathinda,GEN,NA,22,78.41,50.51,no,120948,11.54,2.44,GEPB8840,State-based Party,16994,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,11.54,1,1,1,6,43,52.5,9,53,69,10.5,67,79,15,20,bathinda
11-03-035634,Punjab,15,11,2009,4,0,4,2,raninder singh,M,INC,408524,GEN,1048228,1336790,bathinda,GEN,NA,22,78.41,38.97,no,373430,35.62,2.44,GEPB8856,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,1,1,6,43,52.5,9,53,69,10.5,67,79,15,20,bathinda
11-04-800286,Chandigarh,14,1,2004,4,0,3,2,satya pal jain,M,BJP,94632,GEN,268670,527684,chandigarh,GEN,NA,17,50.91,35.22,no,76870,28.61,2.56,GECH74244,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-04-800286,Chandigarh,15,1,2009,4,0,4,2,satya pal jain,M,BJP,102075,GEN,343557,524444,chandigarh,GEN,NA,14,65.51,29.71,no,40641,11.83,2.94,GECH79701,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-04-800286,Chandigarh,15,1,2009,4,0,4,1,pawan kumar bansal,M,INC,161042,GEN,343557,524444,chandigarh,GEN,NA,14,65.51,46.87,no,58967,17.16,2.94,GECH46335,National Party,3482,TRUE,6,INC,3482,CHANDIGARH,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.16,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-04-800286,Chandigarh,13,1,1999,9,0,3,1,pawan kumar bansal,M,INC,132924,GEN,282816,585006,chandigarh,GEN,NA,16,48.34,47,no,5449,1.93,2.38,GECH46335,National Party,3482,TRUE,4,INC,3482,CHANDIGARH,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.93,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-04-800286,Chandigarh,14,1,2004,4,0,3,1,pawan kumar bansal,M,INC,139880,GEN,268670,527684,chandigarh,GEN,NA,17,50.91,52.06,no,45248,16.84,2.56,GECH46335,National Party,3482,TRUE,5,INC,3482,CHANDIGARH,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,16.84,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-04-800286,Chandigarh,13,1,1999,9,0,3,2,krishan lal sharma,M,BJP,127475,NA,282816,585006,chandigarh,GEN,NA,16,48.34,45.07,no,119694,42.32,2.38,GECH73801,National Party,1605,TRUE,3,BJP,1605,OUTER DELHI,FALSE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,152,8574.5,8980,63,8406,8912.5,63,8683,8908,63,63,chandigarh district
11-05-042743,Uttar_Pradesh,13,1,1999,9,0,3,2,vijay bahuguna,M,INC,192068,GEN,483197,1161284,tehri garhwal,GEN,NA,8,41.61,39.75,no,141872,29.36,2.86,GEUK67175,National Party,3482,TRUE,2,INC,3482,GARHWAL,FALSE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,3,0,0,0,0,1.5,0,0,3,0,0,tehri garhwal
11-05-042743,Uttarakhand,15,1,2009,4,0,4,1,vijay bahuguna,M,INC,263083,GEN,584075,1159691,tehri garhwal,GEN,NA,18,50.36,45.04,no,52939,9.06,2.86,GEUK67175,National Party,3482,FALSE,5,INC,3482,TEHRIGHARWAL,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,9.06,1,0,1,3,0,0,0,0,1.5,0,0,3,0,0,tehri garhwal
11-05-042743,Uttar_Pradesh,13,1,1999,9,0,3,1,manabendra shah,M,BJP,207839,GEN,483197,1161284,tehri garhwal,GEN,NA,8,41.61,43.01,no,15771,3.26,2.86,GEGJ20244,National Party,1605,TRUE,8,BJP,1605,TEHRI GARHWAL,TRUE,TRUE,6,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,3.26,1,0,1,3,0,0,0,0,1.5,0,0,3,0,0,tehri garhwal
11-05-042743,Uttarakhand,14,1,2004,4,0,3,1,manabendra shah,M,BJP,267395,GEN,561428,1292454,tehri garhwal,GEN,NA,12,43.44,47.63,no,17446,3.11,2.33,GEGJ20244,National Party,1605,FALSE,9,BJP,1605,TEHRI GARHWAL,TRUE,TRUE,7,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.11,1,0,1,3,0,0,0,0,1.5,0,0,3,0,0,tehri garhwal
11-05-042743,Uttarakhand,14,1,2004,4,0,3,2,vijay bahuguna,M,INC,249949,GEN,561428,1292454,tehri garhwal,GEN,NA,12,43.44,44.52,no,237952,42.38,2.33,GEUK67175,National Party,3482,FALSE,3,INC,3482,TEHRI GARHWAL,TRUE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,3,0,0,0,0,1.5,0,0,3,0,0,tehri garhwal
