shrid,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1,dynast_3,num_cells,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,max_light2013,ec13_district_name.x
11-18-299968,Assam,14,1,2004,4,0,3,2,parimal sukla baidya,M,BJP,229111,SC,671491,979105,karimganj,SC,NA,8,68.58,34.12,no,122565,18.25,2.63,AEAS190015,National Party,1605,TRUE,2,BJP,1605,KARIMGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-18-299968,Assam,14,1,2004,4,0,3,1,lalit mohan suklabaidya,M,INC,321059,SC,671491,979105,karimganj,SC,NA,8,68.58,47.81,no,91948,13.69,2.63,GEAS74753,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,13.69,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-18-299968,Assam,13,1,1999,9,0,3,1,nepal chandra das,M,INC,336799,SC,679706,943163,karimganj,SC,NA,8,72.07,49.55,no,42259,6.22,2.27,GEAS51491,National Party,3482,TRUE,3,INC,3482,KARIMGANJ,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,6.22,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-18-299968,Assam,15,1,2009,4,0,4,2,rajesh mallah,M,AUDF,251797,SC,685420,1068811,karimganj,SC,NA,15,64.13,36.74,no,102852,15.01,3.12,GEAS79979,State-based Party,988,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-18-299968,Assam,13,1,1999,9,0,3,2,parimal suklabaidya,M,BJP,294540,SC,679706,943163,karimganj,SC,NA,8,72.07,43.33,no,260290,38.29,2.27,AEAS190015,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-18-299968,Assam,15,1,2009,4,0,4,1,lalit mohan suklabaidya,M,INC,259717,SC,685420,1068811,karimganj,SC,NA,15,64.13,37.89,no,7920,1.16,3.12,GEAS74753,National Party,3482,TRUE,2,INC,3482,KARIMGANJ,TRUE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.15,0,0,0,2,0,0,0,0,1,0,0,2,0,0,karimganj
11-19-306856,West_Bengal,13,3,1999,9,0,3,2,kalyan chakraborty,M,AITC,296848,NA,831795,1101898,jalpaiguri,GEN,NA,9,75.49,35.69,no,196854,23.67,2.63,GEWB68220,State-based Party,18228,TRUE,2,WBTC,13066,JALPAIGURI,TRUE,FALSE,0,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-306856,West_Bengal,13,3,1999,9,0,3,1,minati sen,F,CPM,405785,GEN,831795,1101898,jalpaiguri,GEN,NA,9,75.49,48.78,no,108937,13.1,2.63,GEWB68225,National Party,14635,TRUE,2,CPM,14635,JALPAIGURI,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,13.09,0,0,0,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-306856,West_Bengal,15,3,2009,4,0,4,1,mahendra kumar roy,M,CPM,469613,SC,1031290,1252142,jalpaiguri,SC,NA,10,82.36,45.54,no,88371,8.57,2.78,GEWB13886,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.57,1,0,1,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-306856,West_Bengal,15,3,2009,4,0,4,2,barma sukhbilas,M,INC,381242,SC,1031290,1252142,jalpaiguri,SC,NA,10,82.36,36.97,no,286869,27.82,2.78,GEWB13896,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-306856,West_Bengal,14,3,2004,4,0,3,2,parash dutta,M,AITC,243558,GEN,890105,1104784,jalpaiguri,GEN,NA,10,80.57,27.36,no,113303,12.73,3.12,GEWB78480,State-based Party,18228,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-306856,West_Bengal,14,3,2004,4,0,3,1,minati sen,F,CPM,424163,GEN,890105,1104784,jalpaiguri,GEN,NA,10,80.57,47.65,no,180605,20.29,3.12,GEWB68225,National Party,14635,TRUE,3,CPM,14635,JALPAIGURI,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,20.29,0,0,0,326,1470,1792.5,55.5,2018.5,2699.5,53.5,2462,2939,58,62,jalpaiguri
11-19-313765,West_Bengal,14,9,2004,4,0,3,1,abdul mannan hossain,M,INC,461895,GEN,1007221,1197170,murshidabad,GEN,NA,10,84.13,45.86,no,15480,1.54,2.44,GEWB49330,National Party,3482,TRUE,3,INC,3482,MURSHIDABAD,TRUE,TRUE,1,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.54,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-313765,West_Bengal,13,9,1999,9,0,3,1,moinul hassan,M,CPM,391366,GEN,827395,1172830,murshidabad,GEN,NA,10,70.55,47.3,no,123360,14.91,2.86,GEWB68266,National Party,14635,TRUE,2,CPM,14635,MURSHIDABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,14.91,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-313765,West_Bengal,15,11,2009,4,0,4,1,abdul mannan hossain,M,INC,496348,GEN,1051383,1192899,murshidabad,GEN,NA,11,88.14,47.21,no,35647,3.39,2.44,GEWB49330,National Party,3482,TRUE,4,INC,3482,MURSHIDABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.39,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-313765,West_Bengal,15,11,2009,4,0,4,2,anisur rahaman sarkar,M,CPM,460701,GEN,1051383,1192899,murshidabad,GEN,NA,11,88.14,43.82,no,418411,39.8,2.44,GEWB14080,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-313765,West_Bengal,13,9,1999,9,0,3,2,mannan hossain,M,INC,268006,GEN,827395,1172830,murshidabad,GEN,NA,10,70.55,32.39,no,125731,15.2,2.86,GEWB49330,National Party,3482,TRUE,2,INC,3482,JANGIPUR,FALSE,TRUE,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-313765,West_Bengal,14,9,2004,4,0,3,2,moinul hassan ahamed,M,CPM,446415,GEN,1007221,1197170,murshidabad,GEN,NA,10,84.13,44.32,no,402699,39.98,2.44,GEWB68266,National Party,14635,TRUE,3,CPM,14635,MURSHIDABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,2,2,2,2,4,1,0,2,0,6,murshidabad
11-19-315995,West_Bengal,13,42,1999,9,0,3,2,dr. madan lal choudhury,M,BJP,216531,NA,723560,1043876,birbhum,SC,NA,5,69.31,29.93,no,90226,12.47,2.56,GEWB68478,National Party,1605,TRUE,2,BJP,1605,BIRBHUM,TRUE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-315995,West_Bengal,15,42,2009,4,0,4,2,braja mukherjee,M,CPM,425034,GEN,1017493,1221893,birbhum,GEN,NA,7,83.27,41.77,no,377966,37.15,2.5,GEWB14717,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-315995,West_Bengal,14,42,2004,4,0,3,1,ram chandra dome,M,CPM,372294,SC,724061,1029870,birbhum,SC,NA,6,70.31,51.42,no,191612,26.46,2.78,GEWB40968,National Party,14635,TRUE,6,CPM,14635,BIRBHUM,TRUE,TRUE,6,FALSE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,26.47,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-315995,West_Bengal,15,42,2009,4,0,4,1,satabdi roy,F,AITC,486553,GEN,1017493,1221893,birbhum,GEN,NA,7,83.27,47.82,no,61519,6.05,2.5,GEWB14716,State-based Party,18228,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.05,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-315995,West_Bengal,14,42,2004,4,0,3,2,gopal chandra das,M,INC,180682,SC,724061,1029870,birbhum,SC,NA,6,70.31,24.95,no,40486,5.59,2.78,GEWB78814,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-315995,West_Bengal,13,42,1999,9,0,3,1,ram chandra dome,M,CPM,373687,SC,723560,1043876,birbhum,SC,NA,5,69.31,51.65,no,157156,21.72,2.56,GEWB40968,National Party,14635,TRUE,5,CPM,14635,BIRBHUM,TRUE,TRUE,5,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,21.72,0,0,0,5,0,0,0,7.5,12,3.5,0,5,0,6,birbhum
11-19-325952,West_Bengal,14,35,2004,4,0,3,1,acharia basudeb,M,CPM,417798,GEN,695487,1020046,bankura,GEN,NA,9,68.18,60.07,no,230329,33.12,2.33,GEWB29271,National Party,14635,TRUE,8,CPM,14635,BANKURA,TRUE,TRUE,8,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,33.11,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-19-325952,West_Bengal,15,36,2009,4,0,4,2,subrata mukherjee,M,INC,361421,GEN,984604,1268563,bankura,GEN,NA,11,77.62,36.71,no,318761,32.37,2.78,GEWB14612,National Party,3482,TRUE,8,AITC,18228,CALCUTTA NORTH WEST,FALSE,FALSE,3,TRUE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-19-325952,West_Bengal,13,35,1999,9,0,3,2,natabar bagdi,M,IND,274722,SC,723929,1041325,bankura,GEN,NA,8,69.52,37.95,no,239210,33.04,2.38,GEWB73110,Independents,10809,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-19-325952,West_Bengal,14,35,2004,4,0,3,2,deb prasad kundu ( tara),M,AITC,187469,GEN,695487,1020046,bankura,GEN,NA,9,68.18,26.96,no,163916,23.57,2.33,GEWB78762,State-based Party,18228,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,8th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-19-325952,West_Bengal,15,36,2009,4,0,4,1,acharia basudeb,M,CPM,469223,GEN,984604,1268563,bankura,GEN,NA,11,77.62,47.66,no,107802,10.95,2.78,GEWB29271,National Party,14635,TRUE,9,CPM,14635,BANKURA,TRUE,TRUE,9,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.95,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-19-325952,West_Bengal,13,35,1999,9,0,3,1,acharia basudeb,M,CPM,381720,GEN,723929,1041325,bankura,GEN,NA,8,69.52,52.73,no,106998,14.78,2.38,GEWB29271,National Party,14635,TRUE,7,CPM,14635,BANKURA,TRUE,TRUE,7,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,14.78,0,0,0,11,64,78,9.5,72,94.5,10.5,196,222,39,35,bankura
11-20-349495,Bihar,13,45,1999,9,0,3,2,ritlal prasad verma,M,BJP,263630,NA,594997,1137548,kodarma,GEN,NA,9,52.31,44.31,no,242530,40.76,2.44,GEBR27654,National Party,1605,TRUE,8,BJP,1605,KODARMA,TRUE,TRUE,5,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-349495,Jharkhand,14,5,2004,4,0,3,2,champa verma,F,JMM,211712,GEN,825710,1325734,kodarma,GEN,NA,10,62.28,25.64,no,75158,9.1,3.33,GEJH74981,State-based Party,4653,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-349495,Jharkhand,14,5,2004,4,0,3,1,babulal marandi,M,BJP,366656,ST,825710,1325734,kodarma,GEN,NA,10,62.28,44.4,no,154944,18.76,3.33,GEBR42356,National Party,1605,FALSE,5,BJP,1605,DUMKA,FALSE,TRUE,3,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,18.76,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-349495,Bihar,13,45,1999,9,0,3,1,tilakdhari pd singh,M,INC,273808,GEN,594997,1137548,kodarma,GEN,NA,9,52.31,46.02,no,10178,1.71,2.44,GEBR35373,National Party,3482,TRUE,5,INC,3482,KODARMA,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.71,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-349495,Jharkhand,15,5,2009,4,0,4,2,raj  kumar yadav,M,CPI(ML)(L),150942,GEN,780538,1390428,kodarma,GEN,NA,16,56.14,19.34,no,35797,4.59,6.25,GEJH74982,Local Party,2472,TRUE,3,CPI(M0L)(L),2472,KODERMA,FALSE,TRUE,0,FALSE,FALSE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-349495,Jharkhand,15,5,2009,4,0,4,1,babulal marandi,M,JVM,199462,ST,780538,1390428,kodarma,GEN,NA,16,56.14,25.55,no,48520,6.22,6.25,GEBR42356,Local Party,4736,TRUE,8,IND,10809,KATIHAR,FALSE,FALSE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.21,0,0,0,9,0,0,0,0,4.5,0,0,9,0,0,NA
11-20-350197,Bihar,13,46,1999,9,0,3,2,rajendra prasad singh,M,INC,228630,GEN,532036,1115417,giridih,GEN,NA,9,47.7,42.97,no,185828,34.93,2.44,GEBR84255,National Party,3482,TRUE,4,INC,3482,GIRIDIH,TRUE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-350197,Bihar,13,46,1999,9,0,3,1,ravindra kumar pandey,M,BJP,248454,GEN,532036,1115417,giridih,GEN,NA,9,47.7,46.7,no,19824,3.73,2.44,GEBR100073,National Party,1605,TRUE,3,BJP,1605,GIRIDIH,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,3.73,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-350197,Jharkhand,15,6,2009,4,0,4,2,teklal mahto,M,JMM,138697,GEN,619190,1346527,giridih,GEN,NA,17,45.98,22.4,no,11975,1.93,4.35,GEJH74994,State-based Party,4653,TRUE,2,JMM,4653,GIRIDIH,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-350197,Jharkhand,14,6,2004,4,0,3,1,tek lal mahto,M,JMM,350255,GEN,714378,1312691,giridih,GEN,NA,12,54.42,49.03,no,149794,20.97,3.03,GEJH74994,State-based Party,4653,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,20.97,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-350197,Jharkhand,14,6,2004,4,0,3,2,ravindra kumar pandey,M,BJP,200461,GEN,714378,1312691,giridih,GEN,NA,12,54.42,28.06,no,118739,16.62,3.03,GEBR100073,National Party,1605,TRUE,4,BJP,1605,GIRIDIH,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-350197,Jharkhand,15,6,2009,4,0,4,1,ravindra kumar pandey,M,BJP,233435,GEN,619190,1346527,giridih,GEN,NA,17,45.98,37.7,no,94738,15.3,4.35,GEBR100073,National Party,1605,TRUE,5,BJP,1605,GIRIDIH,TRUE,TRUE,4,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,15.3,0,0,0,4,0,0,0,1.5,4,1.5,0,4,0,0,giridih
11-20-355619,Jharkhand,14,3,2004,4,0,3,2,pradeep yadav,M,BJP,346384,GEN,831356,1338939,godda,GEN,NA,12,62.09,41.66,no,302547,36.39,2.7,GEBH104270,National Party,1605,TRUE,2,BJP,1605,GODDA,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-355619,Jharkhand,14,3,2004,4,0,3,1,furkan ansari,M,INC,373138,GEN,831356,1338939,godda,GEN,NA,12,62.09,44.88,no,26754,3.22,2.7,GEBR52084,National Party,3482,TRUE,4,INC,3482,GODDA,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.22000000000001,0,0,0,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-355619,Jharkhand,15,3,2009,4,0,4,2,furkan ansari,M,INC,183119,GEN,797622,1412253,godda,GEN,NA,23,56.48,22.96,no,6193,0.78,5.88,GEBR52084,National Party,3482,TRUE,5,INC,3482,GODDA,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-355619,Bihar,13,28,1999,9,0,3,1,jagdambi prasad yadav,M,BJP,221191,NA,633556,1087573,godda,GEN,NA,8,58.25,34.91,no,79892,12.61,4.35,GEBR23327,National Party,1605,FALSE,6,BJP,1605,GODDA,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,12.61,0,0,0,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-355619,Bihar,13,28,1999,9,0,3,2,suraj mandal,M,JMM,141299,NA,633556,1087573,godda,GEN,NA,8,58.25,22.3,no,32447,5.12,4.35,GEBR35110,State-based Party,4653,FALSE,6,JMM,4653,GODDA,TRUE,TRUE,1,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-355619,Jharkhand,15,3,2009,4,0,4,1,nishikant dubey,M,BJP,189526,GEN,797622,1412253,godda,GEN,NA,23,56.48,23.76,no,6407,0.8,5.88,GEJH4075,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.800000000000001,0,0,0,2,1.5,2.5,1.5,5,7.5,3.5,11,13,6,8,godda
11-20-362855,Bihar,13,53,1999,9,0,3,2,indra nath bhagat,M,INC,159835,NA,363514,938658,lohardaga,ST,NA,9,38.73,43.97,no,131590,36.2,2.5,GEBR66877,National Party,3482,TRUE,2,INC,3482,LOHARDAGA,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-362855,Jharkhand,14,12,2004,4,0,3,1,rameshwar oraon,M,INC,223920,ST,466464,906666,lohardaga,ST,NA,13,51.45,48,no,90255,19.35,3.03,GEJH75079,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,19.35,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-362855,Jharkhand,14,12,2004,4,0,3,2,dukha bhagat,M,BJP,133665,ST,466464,906666,lohardaga,ST,NA,13,51.45,28.65,no,74718,16.02,3.03,GEBR73783,National Party,1605,TRUE,2,BJP,1605,LOHARDAGA,TRUE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-362855,Bihar,13,53,1999,9,0,3,1,dukha bhagat,M,BJP,163658,ST,363514,938658,lohardaga,ST,NA,9,38.73,45.02,no,3823,1.05,2.5,GEBR73783,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.05,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-362855,Jharkhand,15,12,2009,4,0,4,1,sudarshan bhagat,M,BJP,144628,ST,522378,981666,lohardaga,ST,NA,15,53.21,27.69,no,8283,1.59,4.76,AEBR42732,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.59,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-362855,Jharkhand,15,12,2009,4,0,4,2,chamra linda,M,IND,136345,ST,522378,981666,lohardaga,ST,NA,15,53.21,26.1,no,6723,1.29,4.76,GEJH75077,Independents,10809,TRUE,2,IND,10809,LOHARDAGA,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,NA
11-20-369277,Bihar,13,27,1999,9,0,3,2,rupi soren kisku,F,JMM,196493,NA,545500,951280,dumka,ST,NA,10,57.34,36.02,no,61868,11.34,3.03,GEBR73521,State-based Party,4653,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,3,0,0,0,0,1.5,0,0,3,0,0,dumka
11-20-369277,Jharkhand,15,2,2009,4,0,4,1,shibu soren,M,JMM,208518,ST,622012,1128361,dumka,ST,NA,19,55.13,33.52,no,18812,3.02,4.76,GEBR26342,State-based Party,4653,TRUE,9,JMM,4653,DUMKA,TRUE,TRUE,7,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.02,1,1,1,3,0,0,0,0,1.5,0,0,3,0,0,dumka
11-20-369277,Jharkhand,14,2,2004,4,0,3,1,shibu soren,M,JMM,339542,ST,625118,1083200,dumka,ST,NA,10,57.71,54.32,no,115015,18.4,2.33,GEBR26342,State-based Party,4653,TRUE,8,JMM,4653,DUMKA(ST),FALSE,TRUE,6,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,18.4,1,1,1,3,0,0,0,0,1.5,0,0,3,0,0,dumka
11-20-369277,Jharkhand,15,2,2009,4,0,4,2,sunil soren,M,BJP,189706,ST,622012,1128361,dumka,ST,NA,19,55.13,30.5,no,125178,20.12,4.76,GEJH4036,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,3,0,0,0,0,1.5,0,0,3,0,0,dumka
11-20-369277,Bihar,13,27,1999,9,0,3,1,babu lal marandi,M,BJP,201141,ST,545500,951280,dumka,ST,NA,10,57.34,36.87,no,4648,0.85,3.03,GEBR42356,National Party,1605,FALSE,4,BJP,1605,DUMKA,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,0.849999999999994,0,0,0,3,0,0,0,0,1.5,0,0,3,0,0,dumka
11-20-369277,Jharkhand,14,2,2004,4,0,3,2,sone lal hembrom,M,BJP,224527,ST,625118,1083200,dumka,ST,NA,10,57.71,35.92,no,211049,33.76,2.33,GEJH76041,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,3,0,0,0,0,1.5,0,0,3,0,0,dumka
